DateKey,CalendarDate,Day,DayName,DayOfWeek,WeekNumber,MonthNumber,MonthName,Quarter,CalendarYear,IsWeekend,IsMonthEnd,IsMonthStart,IsQuarterEnd,IsQuarterStart,IsYearEnd,IsYearStart,FiscalMonth,FiscalQuarter,FiscalYear,SourceSystem
20280508,2028-05-08,8,Monday,1,19,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280509,2028-05-09,9,Tuesday,2,19,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280510,2028-05-10,10,Wednesday,3,19,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280511,2028-05-11,11,Thursday,4,19,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280512,2028-05-12,12,Friday,5,19,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280513,2028-05-13,13,Saturday,6,19,5,May,Q2,2028,1,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280514,2028-05-14,14,Sunday,7,19,5,May,Q2,2028,1,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280515,2028-05-15,15,Monday,1,20,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280516,2028-05-16,16,Tuesday,2,20,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280517,2028-05-17,17,Wednesday,3,20,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280518,2028-05-18,18,Thursday,4,20,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280519,2028-05-19,19,Friday,5,20,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280520,2028-05-20,20,Saturday,6,20,5,May,Q2,2028,1,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280521,2028-05-21,21,Sunday,7,20,5,May,Q2,2028,1,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280522,2028-05-22,22,Monday,1,21,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280523,2028-05-23,23,Tuesday,2,21,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280524,2028-05-24,24,Wednesday,3,21,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280525,2028-05-25,25,Thursday,4,21,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280526,2028-05-26,26,Friday,5,21,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280527,2028-05-27,27,Saturday,6,21,5,May,Q2,2028,1,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280528,2028-05-28,28,Sunday,7,21,5,May,Q2,2028,1,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280529,2028-05-29,29,Monday,1,22,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280530,2028-05-30,30,Tuesday,2,22,5,May,Q2,2028,0,0,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280531,2028-05-31,31,Wednesday,3,22,5,May,Q2,2028,0,1,0,0,0,0,0,5,Q2,2028,Calendar Generator
20280601,2028-06-01,1,Thursday,4,22,6,June,Q2,2028,0,0,1,0,0,0,0,6,Q2,2028,Calendar Generator
20280602,2028-06-02,2,Friday,5,22,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280603,2028-06-03,3,Saturday,6,22,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280604,2028-06-04,4,Sunday,7,22,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280605,2028-06-05,5,Monday,1,23,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280606,2028-06-06,6,Tuesday,2,23,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280607,2028-06-07,7,Wednesday,3,23,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280608,2028-06-08,8,Thursday,4,23,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280609,2028-06-09,9,Friday,5,23,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280610,2028-06-10,10,Saturday,6,23,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280611,2028-06-11,11,Sunday,7,23,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280612,2028-06-12,12,Monday,1,24,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280613,2028-06-13,13,Tuesday,2,24,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280614,2028-06-14,14,Wednesday,3,24,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280615,2028-06-15,15,Thursday,4,24,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280616,2028-06-16,16,Friday,5,24,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280617,2028-06-17,17,Saturday,6,24,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280618,2028-06-18,18,Sunday,7,24,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280619,2028-06-19,19,Monday,1,25,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280620,2028-06-20,20,Tuesday,2,25,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280621,2028-06-21,21,Wednesday,3,25,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280622,2028-06-22,22,Thursday,4,25,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280623,2028-06-23,23,Friday,5,25,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280624,2028-06-24,24,Saturday,6,25,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280625,2028-06-25,25,Sunday,7,25,6,June,Q2,2028,1,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280626,2028-06-26,26,Monday,1,26,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280627,2028-06-27,27,Tuesday,2,26,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280628,2028-06-28,28,Wednesday,3,26,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280629,2028-06-29,29,Thursday,4,26,6,June,Q2,2028,0,0,0,0,0,0,0,6,Q2,2028,Calendar Generator
20280630,2028-06-30,30,Friday,5,26,6,June,Q2,2028,0,1,0,1,0,0,0,6,Q2,2028,Calendar Generator
20280701,2028-07-01,1,Saturday,6,26,7,July,Q3,2028,1,0,1,0,1,0,0,7,Q3,2028,Calendar Generator
20280702,2028-07-02,2,Sunday,7,26,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280703,2028-07-03,3,Monday,1,27,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280704,2028-07-04,4,Tuesday,2,27,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280705,2028-07-05,5,Wednesday,3,27,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280706,2028-07-06,6,Thursday,4,27,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280707,2028-07-07,7,Friday,5,27,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280708,2028-07-08,8,Saturday,6,27,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280709,2028-07-09,9,Sunday,7,27,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280710,2028-07-10,10,Monday,1,28,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280711,2028-07-11,11,Tuesday,2,28,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280712,2028-07-12,12,Wednesday,3,28,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280713,2028-07-13,13,Thursday,4,28,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280714,2028-07-14,14,Friday,5,28,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280715,2028-07-15,15,Saturday,6,28,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280716,2028-07-16,16,Sunday,7,28,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280717,2028-07-17,17,Monday,1,29,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280718,2028-07-18,18,Tuesday,2,29,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280719,2028-07-19,19,Wednesday,3,29,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280720,2028-07-20,20,Thursday,4,29,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280721,2028-07-21,21,Friday,5,29,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280722,2028-07-22,22,Saturday,6,29,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280723,2028-07-23,23,Sunday,7,29,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280724,2028-07-24,24,Monday,1,30,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280725,2028-07-25,25,Tuesday,2,30,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280726,2028-07-26,26,Wednesday,3,30,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280727,2028-07-27,27,Thursday,4,30,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280728,2028-07-28,28,Friday,5,30,7,July,Q3,2028,0,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280729,2028-07-29,29,Saturday,6,30,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280730,2028-07-30,30,Sunday,7,30,7,July,Q3,2028,1,0,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280731,2028-07-31,31,Monday,1,31,7,July,Q3,2028,0,1,0,0,0,0,0,7,Q3,2028,Calendar Generator
20280801,2028-08-01,1,Tuesday,2,31,8,August,Q3,2028,0,0,1,0,0,0,0,8,Q3,2028,Calendar Generator
20280802,2028-08-02,2,Wednesday,3,31,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280803,2028-08-03,3,Thursday,4,31,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280804,2028-08-04,4,Friday,5,31,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280805,2028-08-05,5,Saturday,6,31,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280806,2028-08-06,6,Sunday,7,31,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280807,2028-08-07,7,Monday,1,32,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280808,2028-08-08,8,Tuesday,2,32,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280809,2028-08-09,9,Wednesday,3,32,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280810,2028-08-10,10,Thursday,4,32,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280811,2028-08-11,11,Friday,5,32,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280812,2028-08-12,12,Saturday,6,32,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280813,2028-08-13,13,Sunday,7,32,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280814,2028-08-14,14,Monday,1,33,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280815,2028-08-15,15,Tuesday,2,33,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280816,2028-08-16,16,Wednesday,3,33,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280817,2028-08-17,17,Thursday,4,33,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280818,2028-08-18,18,Friday,5,33,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280819,2028-08-19,19,Saturday,6,33,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280820,2028-08-20,20,Sunday,7,33,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280821,2028-08-21,21,Monday,1,34,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280822,2028-08-22,22,Tuesday,2,34,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280823,2028-08-23,23,Wednesday,3,34,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280824,2028-08-24,24,Thursday,4,34,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280825,2028-08-25,25,Friday,5,34,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280826,2028-08-26,26,Saturday,6,34,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280827,2028-08-27,27,Sunday,7,34,8,August,Q3,2028,1,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280828,2028-08-28,28,Monday,1,35,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280829,2028-08-29,29,Tuesday,2,35,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280830,2028-08-30,30,Wednesday,3,35,8,August,Q3,2028,0,0,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280831,2028-08-31,31,Thursday,4,35,8,August,Q3,2028,0,1,0,0,0,0,0,8,Q3,2028,Calendar Generator
20280901,2028-09-01,1,Friday,5,35,9,September,Q3,2028,0,0,1,0,0,0,0,9,Q3,2028,Calendar Generator
20280902,2028-09-02,2,Saturday,6,35,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280903,2028-09-03,3,Sunday,7,35,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280904,2028-09-04,4,Monday,1,36,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280905,2028-09-05,5,Tuesday,2,36,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280906,2028-09-06,6,Wednesday,3,36,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280907,2028-09-07,7,Thursday,4,36,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280908,2028-09-08,8,Friday,5,36,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280909,2028-09-09,9,Saturday,6,36,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280910,2028-09-10,10,Sunday,7,36,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280911,2028-09-11,11,Monday,1,37,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280912,2028-09-12,12,Tuesday,2,37,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280913,2028-09-13,13,Wednesday,3,37,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280914,2028-09-14,14,Thursday,4,37,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280915,2028-09-15,15,Friday,5,37,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280916,2028-09-16,16,Saturday,6,37,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280917,2028-09-17,17,Sunday,7,37,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280918,2028-09-18,18,Monday,1,38,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280919,2028-09-19,19,Tuesday,2,38,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280920,2028-09-20,20,Wednesday,3,38,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280921,2028-09-21,21,Thursday,4,38,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280922,2028-09-22,22,Friday,5,38,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280923,2028-09-23,23,Saturday,6,38,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280924,2028-09-24,24,Sunday,7,38,9,September,Q3,2028,1,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280925,2028-09-25,25,Monday,1,39,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280926,2028-09-26,26,Tuesday,2,39,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280927,2028-09-27,27,Wednesday,3,39,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280928,2028-09-28,28,Thursday,4,39,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280929,2028-09-29,29,Friday,5,39,9,September,Q3,2028,0,0,0,0,0,0,0,9,Q3,2028,Calendar Generator
20280930,2028-09-30,30,Saturday,6,39,9,September,Q3,2028,1,1,0,1,0,0,0,9,Q3,2028,Calendar Generator
20281001,2028-10-01,1,Sunday,7,39,10,October,Q4,2028,1,0,1,0,1,0,0,10,Q4,2028,Calendar Generator
20281002,2028-10-02,2,Monday,1,40,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281003,2028-10-03,3,Tuesday,2,40,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281004,2028-10-04,4,Wednesday,3,40,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281005,2028-10-05,5,Thursday,4,40,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281006,2028-10-06,6,Friday,5,40,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281007,2028-10-07,7,Saturday,6,40,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281008,2028-10-08,8,Sunday,7,40,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281009,2028-10-09,9,Monday,1,41,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281010,2028-10-10,10,Tuesday,2,41,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281011,2028-10-11,11,Wednesday,3,41,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281012,2028-10-12,12,Thursday,4,41,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281013,2028-10-13,13,Friday,5,41,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281014,2028-10-14,14,Saturday,6,41,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281015,2028-10-15,15,Sunday,7,41,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281016,2028-10-16,16,Monday,1,42,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281017,2028-10-17,17,Tuesday,2,42,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281018,2028-10-18,18,Wednesday,3,42,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281019,2028-10-19,19,Thursday,4,42,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281020,2028-10-20,20,Friday,5,42,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281021,2028-10-21,21,Saturday,6,42,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281022,2028-10-22,22,Sunday,7,42,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281023,2028-10-23,23,Monday,1,43,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281024,2028-10-24,24,Tuesday,2,43,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281025,2028-10-25,25,Wednesday,3,43,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281026,2028-10-26,26,Thursday,4,43,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281027,2028-10-27,27,Friday,5,43,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281028,2028-10-28,28,Saturday,6,43,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281029,2028-10-29,29,Sunday,7,43,10,October,Q4,2028,1,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281030,2028-10-30,30,Monday,1,44,10,October,Q4,2028,0,0,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281031,2028-10-31,31,Tuesday,2,44,10,October,Q4,2028,0,1,0,0,0,0,0,10,Q4,2028,Calendar Generator
20281101,2028-11-01,1,Wednesday,3,44,11,November,Q4,2028,0,0,1,0,0,0,0,11,Q4,2028,Calendar Generator
20281102,2028-11-02,2,Thursday,4,44,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281103,2028-11-03,3,Friday,5,44,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281104,2028-11-04,4,Saturday,6,44,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281105,2028-11-05,5,Sunday,7,44,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281106,2028-11-06,6,Monday,1,45,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281107,2028-11-07,7,Tuesday,2,45,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281108,2028-11-08,8,Wednesday,3,45,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281109,2028-11-09,9,Thursday,4,45,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281110,2028-11-10,10,Friday,5,45,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281111,2028-11-11,11,Saturday,6,45,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281112,2028-11-12,12,Sunday,7,45,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281113,2028-11-13,13,Monday,1,46,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281114,2028-11-14,14,Tuesday,2,46,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281115,2028-11-15,15,Wednesday,3,46,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281116,2028-11-16,16,Thursday,4,46,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281117,2028-11-17,17,Friday,5,46,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281118,2028-11-18,18,Saturday,6,46,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281119,2028-11-19,19,Sunday,7,46,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281120,2028-11-20,20,Monday,1,47,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281121,2028-11-21,21,Tuesday,2,47,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281122,2028-11-22,22,Wednesday,3,47,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281123,2028-11-23,23,Thursday,4,47,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281124,2028-11-24,24,Friday,5,47,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281125,2028-11-25,25,Saturday,6,47,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281126,2028-11-26,26,Sunday,7,47,11,November,Q4,2028,1,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281127,2028-11-27,27,Monday,1,48,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281128,2028-11-28,28,Tuesday,2,48,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281129,2028-11-29,29,Wednesday,3,48,11,November,Q4,2028,0,0,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281130,2028-11-30,30,Thursday,4,48,11,November,Q4,2028,0,1,0,0,0,0,0,11,Q4,2028,Calendar Generator
20281201,2028-12-01,1,Friday,5,48,12,December,Q4,2028,0,0,1,0,0,0,0,12,Q4,2028,Calendar Generator
20281202,2028-12-02,2,Saturday,6,48,12,December,Q4,2028,1,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
20281203,2028-12-03,3,Sunday,7,48,12,December,Q4,2028,1,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
20281204,2028-12-04,4,Monday,1,49,12,December,Q4,2028,0,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
20281205,2028-12-05,5,Tuesday,2,49,12,December,Q4,2028,0,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
20281206,2028-12-06,6,Wednesday,3,49,12,December,Q4,2028,0,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
20281207,2028-12-07,7,Thursday,4,49,12,December,Q4,2028,0,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
20281208,2028-12-08,8,Friday,5,49,12,December,Q4,2028,0,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
20281209,2028-12-09,9,Saturday,6,49,12,December,Q4,2028,1,0,0,0,0,0,0,12,Q4,2028,Calendar Generator
